year,Name,Rank,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook
2020,University of Alabama at Birmingham,172,"16,927",16.7,6%,62 : 38,,55.7,39.2,33.6,97.3,74.8,37.4
2020,University of Alberta,136,"31,919",21.0,26%,55 : 45,"=, =",58.2,47.9,48.8,70.3,60.5,87.5
2020,University of Amsterdam,62,"26,723",13.5,18%,56 : 44,"=, =",68.1,48.0,63.4,91.2,45.3,82.0
2020,University of Antwerp,198,"15,166",29.3,17%,55 : 45,"=, =",53.8,35.6,44.5,75.8,72.2,69.6
2020,University of Arizona,104,"39,124",18.4,10%,52 : 48,,61.8,52.6,53.7,85.3,52.7,40.2
2020,University of Auckland,179,"32,821",22.1,32%,56 : 44,"=, =",55.2,31.4,43.9,80.2,62.4,94.0
2020,University of Basel,94,"11,518",15.8,27%,56 : 44,"=, =",62.4,43.0,41.2,91.4,99.4,96.1
2020,University of Bern,113,"11,090",16.5,16%,56 : 44,"=, =",60.4,44.5,41.2,86.6,85.0,87.3
2020,University of Birmingham,112,"29,540",15.5,29%,57 : 43,,60.9,39.6,45.6,92.1,39.3,89.2
2020,University of Bologna,168,"65,819",24.0,12%,56 : 44,"=, =",56.0,51.5,34.8,83.8,45.1,50.7
2020,University of Bonn,105,"36,352",67.7,13%,55 : 45,"=, =",61.6,47.6,47.0,88.0,93.3,60.3
2020,University of Bristol,87,"21,785",13.6,27%,54 : 46,,63.2,41.8,48.4,95.5,40.9,86.6
2020,University of British Columbia,34,"52,108",18.1,32%,55 : 45,,76.3,61.5,73.2,92.5,43.8,94.4
2020,"University of California, Berkeley",13,"41,081",13.7,17%,50 : 50,"=, =",88.3,83.0,90.6,99.2,46.1,70.4
2020,"University of California, Davis",55,"39,164",12.0,14%,58 : 42,"=, =",69.7,62.4,66.9,83.2,51.4,62.4
2020,"University of California, Irvine",96,"32,706",16.5,26%,52 : 48,"=, =",62.3,43.3,46.5,94.9,58.9,71.9
2020,"University of California, Los Angeles",17,"41,066",9.4,17%,54 : 46,,86.8,83.1,88.6,97.3,51.3,64.1
2020,"University of California, San Diego",31,"33,579",13.0,23%,46 : 54,,78.8,62.6,78.9,97.7,90.3,63.7
2020,"University of California, Santa Barbara",57,"24,089",27.6,16%,52 : 48,"=, =",69.6,47.9,63.6,96.4,84.5,68.1
2020,"University of California, Santa Cruz",179,"18,783",23.0,10%,50 : 50,"=, =",55.2,33.1,34.9,97.7,39.1,60.6
2020,University of Cambridge,3,"18,980",10.9,37%,47 : 53,,94.4,91.4,98.7,95.8,59.3,95.0
2020,University of Canberra,193,"10,823",36.2,32%,,,54.1,25.2,31.1,99.2,38.6,86.9
2020,University of Cape Town,136,"21,812",11.9,17%,53 : 47,"=, =",58.2,33.2,42.8,90.3,85.3,81.8
2020,University of Cologne,157,"36,965",36.5,16%,63 : 37,"=, =",56.9,43.6,42.9,81.5,70.6,62.9
2020,University of Colorado Boulder,124,"33,186",16.3,11%,44 : 56,,59.6,44.8,45.6,93.1,41.7,47.3
2020,University of Copenhagen,101,"31,219",4.3,17%,57 : 43,,62.1,48.1,44.1,89.6,48.1,85.4
2020,University of Duisburg-Essen,194,"42,698",53.0,19%,48 : 52,"=, =",54.0,34.4,32.8,91.8,71.6,60.0
2020,University of East Anglia,192,"15,195",13.9,28%,60 : 40,,54.2,28.3,30.1,97.2,35.7,87.7
2020,University of Edinburgh,30,"29,435",12.8,41%,60 : 40,,79.4,67.3,74.1,96.4,38.9,93.8
2020,University of Erlangen-Nuremberg,183,"38,111",57.0,12%,48 : 52,,54.9,41.1,45.8,75.2,89.6,52.9
2020,University of Exeter,146,"21,450",17.6,28%,54 : 46,"=, =",57.4,33.9,38.9,92.4,37.8,91.9
2020,University of Florida,175,"46,642",16.8,10%,55 : 45,"=, =",55.4,54.0,53.8,61.9,57.9,40.0
2020,University of Freiburg,86,"21,475",42.8,23%,54 : 46,,63.3,49.1,51.6,83.1,100.0,75.7
2020,University of Geneva,144,"16,935",15.6,39%,61 : 39,"=, =",57.6,38.1,43.7,80.4,63.3,98.4
2020,University of Glasgow,99,"25,355",15.4,37%,59 : 41,"=, =",62.2,41.1,47.9,91.8,40.0,92.3
2020,University of Gothenburg,186,"19,677",10.2,13%,,"=, =",54.7,27.5,41.5,93.5,40.1,65.7
2020,University of Groningen,73,"27,228",23.8,21%,51 : 49,,65.1,42.3,55.6,91.6,79.8,82.5
2020,University of Göttingen,125,"30,773",29.1,13%,51 : 49,,59.5,49.6,48.6,82.0,37.0,60.9
2020,University of Hamburg,149,"30,375",59.3,12%,56 : 44,"=, =",57.3,44.4,49.8,74.0,98.5,58.1
2020,University of Helsinki,96,"22,072",16.6,5%,66 : 34,"=, =",62.3,43.4,59.3,88.1,38.1,55.1
2020,University of Hong Kong,35,"18,260",18.2,44%,54 : 46,,75.9,69.5,77.2,76.6,59.7,98.6
2020,University of Illinois at Urbana-Champaign,48,"44,916",17.9,24%,47 : 53,"=, =",72.9,63.2,78.0,84.4,47.9,54.3
2020,University of Lausanne,198,"12,197",9.6,24%,,"=, =",53.8,33.1,44.2,73.3,67.8,92.7
2020,University of Leeds,155,"30,235",14.2,29%,61 : 39,"=, =",57.1,41.1,45.9,78.0,39.9,87.5
2020,University of Leicester,166,"14,645",14.3,32%,53 : 47,"=, =",56.1,30.1,34.8,96.2,38.1,90.7
2020,University of Liverpool,165,"23,055",13.8,33%,55 : 45,,56.3,35.2,37.5,88.8,38.8,92.2
2020,University of Manchester,55,"37,040",14.4,40%,53 : 47,"=, =",69.7,56.9,63.8,85.2,44.7,91.0
2020,University of Mannheim,157,"10,730",79.9,18%,56 : 44,"=, =",56.9,41.9,50.0,78.2,58.6,58.5
2020,"University of Maryland, College Park",91,"33,108",16.6,11%,48 : 52,"=, =",62.7,46.9,59.1,89.6,39.2,41.2
2020,University of Melbourne,32,"47,385",26.3,46%,56 : 44,"=, =",77.8,65.9,74.1,89.8,76.3,93.1
2020,University of Michigan-Ann Arbor,21,"42,982",8.3,17%,49 : 51,,83.8,79.4,86.1,94.9,47.7,59.2
2020,University of Minnesota,79,"61,120",12.4,11%,52 : 48,,64.1,55.2,59.3,82.7,78.2,40.2
2020,University of Münster,189,"43,835",43.4,8%,,"=, =",54.3,41.0,42.5,81.3,47.5,48.7
2020,University of North Carolina at Chapel Hill,54,"35,419",9.4,8%,57 : 43,,69.9,59.7,63.2,96.9,43.9,38.0
2020,University of Notre Dame,157,"12,104",13.7,12%,45 : 55,"=, =",56.9,52.9,46.2,73.5,38.1,55.3
2020,University of Nottingham,152,"29,700",14.6,29%,54 : 46,"=, =",57.2,42.7,42.6,80.3,39.4,87.5
2020,University of Oslo,131,"20,783",12.6,17%,62 : 38,"=, =",58.7,39.6,43.8,90.0,40.7,75.5
2020,University of Ottawa,141,"35,365",24.7,19%,59 : 41,"=, =",57.9,41.3,42.0,86.2,46.5,77.7
2020,University of Oxford,1,"20,665",11.2,41%,46 : 54,,95.4,90.5,99.6,98.4,65.5,96.4
2020,University of Pennsylvania,11,"20,578",6.5,21%,52 : 48,,89.6,87.5,90.4,98.2,74.0,65.0
2020,University of Pittsburgh-Pittsburgh campus,113,"26,652",5.8,11%,51 : 49,"=, =",60.4,47.4,45.5,95.1,40.7,39.3
2020,University of Rochester,173,"9,824",4.2,31%,49 : 51,"=, =",55.6,43.4,30.3,91.4,40.9,67.2
2020,University of Science and Technology of China,80,"16,245",7.7,4%,,"=, =",64.0,64.6,59.5,74.7,79.6,31.3
2020,University of Sheffield,117,"26,220",15.0,34%,50 : 50,"=, =",60.1,45.2,46.4,83.0,45.8,87.3
2020,University of Southampton,122,"23,865",13.7,34%,53 : 47,,59.8,40.2,44.3,88.0,40.1,94.2
2020,University of Southern California,62,"36,929",11.7,25%,53 : 47,"=, =",68.1,54.7,59.3,93.1,39.7,66.2
2020,University of St Andrews,198,"9,215",12.7,46%,58 : 42,"=, =",53.8,42.2,41.8,67.8,37.6,96.6
2020,University of Sussex,146,"14,980",16.1,39%,54 : 46,"=, =",57.4,35.3,37.9,91.8,35.9,93.6
2020,University of Technology Sydney,194,"26,385",43.4,34%,51 : 49,"=, =",54.0,33.5,42.9,75.3,50.3,96.1
2020,University of Texas at Austin,38,"49,165",17.2,10%,52 : 48,"=, =",75.4,68.2,76.2,93.2,46.6,39.1
2020,University of Toronto,18,"73,370",20.1,21%,59 : 41,,85.5,76.6,89.5,93.6,50.5,84.7
2020,University of Tübingen,91,"27,901",37.5,14%,58 : 42,"=, =",62.7,51.2,56.2,80.1,67.0,64.0
2020,University of Vienna,134,"33,547",40.2,27%,66 : 34,"=, =",58.4,48.1,55.3,64.6,37.1,94.2
2020,University of Virginia (Main campus),107,"23,116",8.6,12%,52 : 48,"=, =",61.5,54.4,43.5,91.3,41.6,48.9
2020,University of Warwick,77,"20,600",13.2,41%,49 : 51,,64.6,46.9,52.7,88.8,42.8,93.8
2020,University of Washington,26,"45,692",11.1,16%,53 : 47,,81.6,72.2,82.2,98.6,47.5,60.4
2020,University of Wisconsin-Madison,51,"39,154",10.0,13%,,,72.0,68.8,70.3,85.3,46.3,47.4
2020,University of Würzburg,163,"24,082",36.6,10%,56 : 44,,56.8,38.7,42.4,87.5,65.6,61.5
2020,University of York,128,"16,060",14.9,24%,56 : 44,"=, =",58.9,40.3,46.6,85.1,36.4,85.4
2020,University of Zurich,90,"22,609",12.3,21%,57 : 43,,62.8,47.0,46.7,88.2,53.0,92.2
2020,University of the Witwatersrand,194,"28,521",26.3,8%,56 : 44,"=, =",54.0,31.2,43.2,78.8,100.0,73.7
2020,Universität Heidelberg,44,"20,800",16.1,18%,54 : 46,,73.5,67.1,60.3,96.2,54.6,67.5
2020,Université Catholique de Louvain,152,"26,235",39.3,20%,53 : 47,"=, =",57.2,38.8,51.5,75.7,53.7,80.5
2020,Université Paris Cité,130,"61,390",15.5,17%,64 : 36,,58.8,52.0,36.1,88.3,35.6,66.6
2020,Université de Montréal,85,"36,794",20.2,22%,,,63.4,48.2,49.7,86.4,70.0,84.1
2020,Uppsala University,102,"25,438",16.7,15%,57 : 43,"=, =",61.9,41.6,56.4,85.0,74.6,68.1
2020,Utrecht University,75,"31,833",14.2,9%,59 : 41,"=, =",64.7,44.1,61.2,88.4,65.3,65.5
2020,Vanderbilt University,116,"12,006",3.0,14%,54 : 46,,60.2,48.7,42.1,95.4,47.5,43.0
2020,Vrije Universiteit Amsterdam,138,"23,025",16.5,10%,58 : 42,,58.1,35.7,48.1,88.4,52.5,68.8
2020,Wageningen University & Research,59,"13,914",21.3,27%,53 : 47,,69.4,49.3,57.1,96.1,100.0,81.9
2020,Washington University in St Louis,52,"13,401",7.5,20%,,,71.5,64.2,57.5,98.8,40.7,57.1
2020,Yale University,8,"12,402",5.4,20%,50 : 50,,91.7,92.0,94.8,97.3,52.4,68.7
2020,Yonsei University (Seoul campus),197,"17,744",14.6,22%,47 : 53,,53.9,51.2,52.6,53.0,98.9,58.4
2020,Zhejiang University,107,"33,427",10.7,22%,23 : 77,"=, =",61.5,66.0,64.7,50.6,100.0,61.8
2020,École Polytechnique Fédérale de Lausanne,38,"10,492",11.4,59%,28 : 72,"=, =",75.4,66.6,66.3,88.3,66.4,98.6
2020,École Polytechnique – Institut Polytechnique de Paris,93,"3,030",5.7,40%,22 : 78,,62.5,59.6,49.1,70.2,69.6,95.2
2021,Aarhus University,106,"26,318",13.8,10%,55 : 45,,61.4,36.9,56.4,86.2,71.3,76.6
2021,Arizona State University (Tempe),184,"45,827",19.7,20%,43 : 57,"=, =",55.2,38.2,47.8,79.1,37.1,62.8
2021,Australian National University,59,"18,801",17.8,47%,53 : 47,,69.8,48.5,68.3,88.4,43.0,96.2
2021,Bielefeld University,158,"24,890",71.5,8%,57 : 43,"=, =",56.9,34.4,42.7,94.8,66.5,48.3
2021,Boston University,54,"26,510",11.1,28%,59 : 41,"=, =",70.3,58.9,60.9,94.9,41.7,64.9
2021,Brown University,61,"9,695",10.8,20%,,,69.5,62.4,56.6,94.0,36.1,62.3
2021,California Institute of Technology,4,"2,238",6.3,33%,36 : 64,,94.5,92.5,96.9,97.0,92.7,83.6
2021,Cardiff University,191,"25,900",14.1,28%,59 : 41,"=, =",54.7,32.4,35.6,89.4,36.7,86.8
2021,Carnegie Mellon University,28,"14,058",13.7,48%,43 : 57,,81.0,65.1,81.3,98.9,53.3,80.5
2021,Case Western Reserve University,121,"10,774",9.1,23%,50 : 50,"=, =",60.0,47.3,41.0,95.0,40.7,53.5
2021,Charité - Universitätsmedizin Berlin,75,"7,431",17.4,20%,65 : 35,"=, =",65.4,48.3,48.0,97.4,92.1,66.6
2021,City University of Hong Kong,126,"9,510",10.8,51%,54 : 46,,59.7,44.1,47.2,78.6,50.3,99.8
2021,Columbia University,17,"27,384",5.7,39%,,,86.8,85.1,82.9,97.7,45.0,79.8
2021,Cornell University,19,"23,016",10.2,25%,50 : 50,,85.3,78.8,86.7,97.2,36.3,73.7
2021,Dartmouth College,101,"6,336",7.6,15%,48 : 52,"=, =",61.7,57.8,39.2,95.3,37.8,40.7
2021,Delft University of Technology,78,"19,594",17.4,31%,30 : 70,"=, =",65.2,54.4,71.6,60.0,98.9,92.8
2021,Duke University,20,"15,489",4.3,21%,49 : 51,"=, =",84.8,80.7,80.4,96.9,99.7,65.5
2021,Durham University,149,"17,090",15.2,31%,55 : 45,"=, =",57.6,44.8,49.7,71.2,37.3,92.7
2021,ETH Zurich,14,"19,632",13.1,40%,32 : 68,,87.9,80.4,92.3,90.5,62.8,98.0
2021,Eindhoven University of Technology,187,"9,469",21.3,23%,,"=, =",54.9,46.5,49.7,57.9,99.8,82.3
2021,Emory University,85,"12,923",4.0,20%,59 : 41,"=, =",63.7,53.9,41.1,98.7,46.7,59.2
2021,Erasmus University Rotterdam,72,"26,453",26.8,22%,50 : 50,,66.2,37.9,57.0,97.6,73.6,87.8
2021,Free University of Berlin,118,"36,380",59.2,22%,59 : 41,"=, =",60.4,56.8,64.4,58.4,42.0,73.3
2021,Fudan University,70,"32,597",11.2,13%,52 : 48,"=, =",66.7,65.9,65.6,73.3,67.1,47.7
2021,George Washington University,187,"23,788",13.4,17%,60 : 40,"=, =",54.9,46.9,33.3,85.8,34.4,55.9
2021,Georgetown University,120,"16,451",8.5,19%,55 : 45,,60.1,54.5,33.8,94.7,65.7,47.2
2021,Georgia Institute of Technology,38,"26,043",23.6,27%,33 : 67,,75.8,59.5,76.8,91.1,65.8,78.9
2021,Ghent University,103,"37,587",36.1,11%,56 : 44,"=, =",61.6,46.6,57.4,79.6,79.9,60.7
2021,Harvard University,3,"21,261",9.3,25%,49 : 51,,94.8,94.4,98.8,99.4,46.8,77.7
2021,Humboldt University of Berlin,80,"33,388",56.3,18%,,"=, =",65.1,60.6,67.8,68.3,37.6,68.3
2021,Imperial College London,11,"17,175",11.6,58%,39 : 61,,89.4,82.3,88.2,97.2,69.6,97.4
2021,Indiana University,140,"67,054",15.0,15%,51 : 49,"=, =",58.2,49.8,48.8,77.8,51.7,53.6
2021,Johns Hopkins University,12,"16,432",4.4,27%,52 : 48,,89.2,81.6,91.8,97.7,93.4,73.9
2021,KU Leuven,45,"45,617",36.1,15%,50 : 50,,73.7,58.7,74.4,86.1,97.2,72.7
2021,Karolinska Institute,36,"7,696",8.8,26%,68 : 32,"=, =",76.0,57.6,72.2,95.8,71.4,87.3
2021,King’s College London,35,"27,400",12.4,46%,62 : 38,,76.1,57.3,72.4,96.6,43.6,95.4
2021,Korea Advanced Institute of Science and Technology (KAIST),96,"9,514",10.4,9%,20 : 80,,62.4,64.4,68.1,57.9,100.0,36.6
2021,Korea University,167,"22,666",16.6,22%,,"=, =",56.3,48.7,50.1,67.6,96.2,53.4
2021,Kyoto University,54,"22,935",9.3,11%,25 : 75,"=, =",70.3,77.9,79.9,60.8,74.6,37.8
2021,LMU Munich,32,"34,249",33.6,17%,61 : 39,,78.2,68.7,78.7,87.9,100.0,68.1
2021,Lancaster University,136,"13,045",12.4,37%,51 : 49,"=, =",58.4,36.8,40.5,90.9,35.2,94.6
2021,Leiden University,70,"30,178",19.0,18%,59 : 41,"=, =",66.7,45.6,66.0,84.1,72.6,82.2
2021,Lomonosov Moscow State University,174,"28,525",8.4,32%,52 : 48,"=, =",55.9,80.0,67.6,12.9,97.7,70.7
2021,London School of Economics and Political Science,27,"10,660",12.0,72%,54 : 46,,81.4,68.5,82.5,94.3,34.1,92.8
2021,Lund University,103,"27,443",11.3,19%,55 : 45,"=, =",61.6,39.4,54.5,85.5,79.0,77.0
2021,Maastricht University,121,"17,326",18.4,54%,60 : 40,"=, =",60.0,39.9,49.1,79.7,82.1,98.0
2021,Macquarie University,195,"29,835",65.5,29%,53 : 47,"=, =",54.6,38.5,43.1,73.7,58.6,87.1
2021,Massachusetts Institute of Technology,5,"11,276",8.4,34%,39 : 61,,94.4,90.7,94.4,99.7,90.4,90.0
2021,McGill University,40,"31,578",12.8,31%,59 : 41,,75.1,64.2,73.4,86.4,43.7,91.3
2021,McMaster University,69,"25,285",30.5,18%,55 : 45,,67.5,46.7,53.1,95.8,99.5,83.8
2021,Michigan State University,105,"44,618",16.1,15%,51 : 49,,61.5,53.1,55.1,77.9,36.4,63.6
2021,Monash University,64,"57,406",41.7,43%,57 : 43,"=, =",68.9,52.9,61.7,86.2,73.9,90.3
2021,Nanjing University,111,"37,475",17.5,9%,49 : 51,"=, =",61.0,52.4,54.0,75.2,91.3,56.3
2021,"Nanyang Technological University, Singapore",47,"23,902",14.8,25%,48 : 52,,72.7,57.1,71.9,83.0,83.2,94.0
2021,National Taiwan University (NTU),97,"24,880",9.9,12%,43 : 57,,62.3,57.1,66.7,66.9,69.5,44.8
2021,National University of Singapore,25,"30,943",18.0,26%,50 : 50,,83.5,75.9,90.8,81.5,77.8,94.8
2021,New York University,26,"44,474",8.8,34%,57 : 43,,81.9,76.1,80.6,96.0,37.3,69.6
2021,Newcastle University,178,"24,090",14.6,27%,51 : 49,"=, =",55.7,31.4,38.2,90.6,40.1,88.0
2021,"Northeastern University, US",176,"20,711",14.1,36%,48 : 52,"=, =",55.8,36.7,29.1,98.2,36.5,76.0
2021,Northwestern University,24,"18,529",13.0,19%,49 : 51,,83.6,74.9,83.6,98.2,69.9,64.5
2021,Ohio State University (Main campus),80,"54,650",12.1,13%,50 : 50,"=, =",65.1,55.6,54.2,87.9,53.3,60.1
2021,Paris Sciences et Lettres – PSL Research University Paris,46,"20,701",14.7,24%,46 : 54,,73.6,71.2,73.0,75.9,61.7,80.6
2021,Paris-Saclay University,178,"28,618",14.6,16%,55 : 45,"=, =",55.7,37.3,48.7,80.4,34.5,65.1
2021,Peking University,23,"38,583",11.1,16%,43 : 57,,83.9,89.6,91.3,75.4,96.3,61.2
2021,Penn State (Main campus),114,"46,682",11.0,15%,47 : 53,"=, =",60.9,52.6,58.8,76.9,36.9,46.9
2021,Pohang University of Science and Technology (POSTECH),151,"3,034",9.7,3%,24 : 76,,57.5,53.8,51.5,70.4,97.9,30.7
2021,Pompeu Fabra University,152,"11,914",22.9,13%,60 : 40,"=, =",57.4,36.9,39.9,93.8,50.9,65.8
2021,Princeton University,9,"8,091",8.0,23%,46 : 54,,91.5,88.8,92.5,98.9,58.0,80.2
2021,Purdue University West Lafayette,94,"41,573",16.3,22%,43 : 57,"=, =",62.5,57.1,65.5,62.0,69.9,71.5
2021,Queen Mary University of London,110,"19,365",13.6,45%,55 : 45,,61.1,34.9,43.6,97.4,41.5,96.8
2021,Queensland University of Technology,186,"35,555",42.0,17%,53 : 47,,55.1,31.7,37.4,89.4,53.5,83.2
2021,Queen’s University Belfast,200,"18,440",17.2,36%,56 : 44,"=, =",54.3,31.5,38.1,84.0,38.4,96.7
2021,RWTH Aachen University,107,"45,256",58.4,23%,32 : 68,"=, =",61.3,55.8,62.4,62.9,98.0,60.1
2021,Radboud University Nijmegen,136,"20,752",17.3,16%,57 : 43,"=, =",58.4,33.7,50.0,88.6,48.0,73.9
2021,Rice University,124,"6,805",9.2,28%,42 : 58,"=, =",59.8,48.0,38.4,89.9,42.9,77.3
2021,Rutgers University–New Brunswick,166,"44,264",11.0,17%,52 : 48,,56.4,47.3,48.5,75.8,40.4,52.5
2021,Sant’Anna School of Advanced Studies – Pisa,170,661,10.0,20%,36 : 64,"=, =",56.0,45.8,39.6,79.9,85.9,57.2
2021,Scuola Normale Superiore di Pisa,181,557,6.7,11%,29 : 71,,55.6,55.6,36.3,77.2,34.2,53.5
2021,Seoul National University,60,"26,757",15.1,11%,,,69.7,72.4,73.8,68.8,97.8,37.4
2021,Shanghai Jiao Tong University,100,"38,556",11.9,11%,39 : 61,,61.8,60.8,70.0,53.7,100.0,52.0
2021,Sorbonne University,87,"43,585",12.8,20%,58 : 42,"=, =",63.4,63.2,54.5,73.5,36.9,68.5
2021,Stanford University,2,"16,223",7.4,23%,44 : 56,,94.9,92.2,96.7,99.9,90.1,79.5
2021,Stockholm University,183,"27,200",19.1,10%,,,55.3,31.6,49.2,82.5,35.7,71.4
2021,Sungkyunkwan University (SKKU),101,"23,340",19.5,18%,43 : 57,"=, =",61.7,55.7,60.3,67.8,98.1,55.0
2021,TU Dresden,152,"31,103",32.9,15%,43 : 57,"=, =",57.4,47.2,48.6,73.1,96.7,57.6
2021,Technical University of Berlin,140,"22,695",60.8,26%,34 : 66,"=, =",58.2,51.2,55.9,62.3,93.9,66.9
2021,Technical University of Denmark,187,"9,412",6.7,25%,31 : 69,"=, =",54.9,39.8,41.2,72.4,78.4,92.7
2021,Technical University of Munich,41,"32,377",39.8,31%,36 : 64,,74.8,63.8,73.6,85.0,100.0,74.4
2021,Tel Aviv University,191,"22,635",22.3,7%,56 : 44,"=, =",54.7,40.1,52.0,73.0,41.1,56.2
2021,Texas A&M University,197,"62,070",24.4,8%,47 : 53,,54.5,47.4,51.6,64.8,44.9,56.1
2021,The Chinese University of Hong Kong,56,"18,675",19.3,33%,,"=, =",70.1,55.7,59.1,89.4,58.6,98.3
2021,The Hong Kong Polytechnic University,129,"22,778",25.4,27%,51 : 49,,59.1,41.1,47.5,81.0,41.7,96.1
2021,The Hong Kong University of Science and Technology,56,"9,976",21.6,30%,,"=, =",70.1,52.1,63.0,88.9,63.6,97.4
2021,The University of Chicago,10,"14,292",5.9,31%,46 : 54,,90.3,88.9,90.5,98.6,54.9,74.0
2021,The University of Queensland,62,"40,389",35.5,38%,55 : 45,"=, =",69.4,54.3,61.0,85.9,81.0,93.0
2021,The University of Sydney,51,"46,453",19.4,43%,58 : 42,"=, =",70.9,51.3,64.4,92.3,69.3,90.0
2021,The University of Tokyo,36,"25,935",10.6,13%,,"=, =",76.0,87.9,90.7,57.7,82.6,40.1
2021,The University of Western Australia,139,"18,253",22.5,29%,48 : 52,,58.3,32.4,43.1,90.4,59.1,94.6
2021,Trinity College Dublin,155,"17,154",21.4,32%,59 : 41,"=, =",57.3,40.5,44.4,78.3,50.7,94.8
2021,Tsinghua University,20,"37,484",11.6,13%,34 : 66,"=, =",84.8,87.7,94.9,78.8,100.0,51.1
2021,Tufts University,155,"11,024",9.7,16%,55 : 45,"=, =",57.3,46.7,33.0,95.5,38.5,50.0
2021,UCL,16,"34,590",10.8,55%,57 : 43,,86.9,76.6,89.4,96.2,42.1,96.5
2021,UNSW Sydney,67,"46,234",41.0,44%,47 : 53,,68.2,50.9,62.0,85.3,66.8,94.7
2021,Ulm University,140,"10,503",28.4,13%,49 : 51,"=, =",58.2,40.0,37.9,94.9,82.0,57.4
2021,Ulsan National Institute of Science and Technology (UNIST),176,"3,983",14.3,8%,27 : 73,"=, =",55.8,34.9,40.7,90.8,85.3,49.1
2021,Universitat Autònoma de Barcelona (UAB),182,"31,284",12.5,17%,59 : 41,,55.5,34.7,38.3,91.9,42.1,65.6
2021,University of Aberdeen,178,"12,860",16.6,42%,57 : 43,"=, =",55.7,29.5,34.2,94.4,45.1,95.6
2021,University of Adelaide,118,"21,054",30.7,29%,49 : 51,"=, =",60.4,33.7,42.9,96.0,68.5,92.3
2021,University of Alabama at Birmingham,169,"18,211",17.3,6%,63 : 37,,56.2,38.4,35.5,97.4,78.6,38.4
2021,University of Alberta,131,"32,846",21.5,27%,55 : 45,"=, =",58.9,46.4,50.4,72.4,60.0,88.2
2021,University of Amsterdam,66,"24,747",12.8,24%,57 : 43,,68.8,49.1,62.2,92.8,39.9,87.4
2021,University of Antwerp,170,"15,272",31.2,17%,55 : 45,"=, =",56.0,35.3,46.0,80.7,83.0,70.0
2021,University of Arizona,124,"39,635",18.0,9%,52 : 48,"=, =",59.8,47.6,51.7,85.6,50.3,40.4
2021,University of Auckland,147,"32,596",22.6,31%,56 : 44,"=, =",57.8,30.6,44.8,87.5,75.4,94.5
2021,University of Barcelona,198,"45,494",15.0,11%,62 : 38,"=, =",54.4,31.0,40.2,91.5,45.9,58.6
2021,University of Basel,92,"9,229",12.3,30%,55 : 45,"=, =",62.9,44.0,41.4,91.7,99.7,97.2
2021,University of Bern,109,"11,417",16.8,16%,57 : 43,,61.2,44.9,42.8,87.4,84.7,87.1
2021,University of Birmingham,107,"30,195",14.8,30%,57 : 43,"=, =",61.3,40.3,45.5,92.6,40.1,90.2
2021,University of Bologna,167,"67,298",24.4,12%,56 : 44,"=, =",56.3,50.8,36.6,83.6,44.1,51.6
2021,University of Bonn,114,"37,439",70.2,13%,56 : 44,"=, =",60.9,48.6,49.8,84.9,52.7,61.7
2021,University of Bristol,91,"22,980",14.5,28%,55 : 45,,63.0,40.3,48.6,95.6,39.8,88.2
2021,University of British Columbia,34,"53,123",18.7,32%,55 : 45,,76.4,62.1,75.1,90.0,44.7,94.7
2021,University of Calgary,200,"31,863",17.6,21%,54 : 46,"=, =",54.3,33.7,36.1,87.0,51.3,80.2
2021,"University of California, Berkeley",7,"39,918",19.8,17%,51 : 49,,92.2,85.8,97.2,99.1,84.3,72.3
2021,"University of California, Davis",64,"36,395",13.6,17%,58 : 42,"=, =",68.9,60.5,66.2,81.9,50.4,66.9
2021,"University of California, Irvine",98,"35,040",17.5,27%,52 : 48,"=, =",62.1,43.5,47.5,93.5,53.2,72.4
2021,"University of California, Los Angeles",15,"41,673",10.0,17%,55 : 45,,87.1,82.5,90.2,96.5,57.6,65.3
2021,"University of California, San Diego",33,"34,232",12.0,30%,47 : 53,,77.7,60.3,80.4,94.3,95.6,64.4
2021,"University of California, Santa Barbara",68,"24,780",28.2,18%,53 : 47,,67.9,45.8,59.6,96.7,81.8,70.0
2021,University of Cambridge,6,"19,370",11.0,38%,47 : 53,,94.0,90.3,99.2,95.6,52.1,95.7
2021,University of Canberra,184,"10,304",37.4,35%,,"=, =",55.2,25.5,32.9,99.7,41.2,89.8
2021,University of Cape Town,155,"21,647",11.7,17%,54 : 46,"=, =",57.3,30.1,42.1,90.9,89.0,81.6
2021,University of Cologne,145,"34,630",35.0,18%,,"=, =",58.0,42.9,44.8,81.6,79.6,69.6
2021,University of Colorado Boulder,131,"34,481",16.1,11%,44 : 56,"=, =",58.9,43.8,45.9,91.3,42.0,47.5
2021,University of Copenhagen,84,"30,746",4.2,17%,62 : 38,,63.8,49.3,47.3,90.4,50.5,86.4
2021,University of East Anglia,200,"15,755",13.8,27%,59 : 41,"=, =",54.3,27.8,31.4,97.1,34.5,87.9
2021,University of Edinburgh,30,"30,650",12.1,42%,60 : 40,,79.4,67.2,74.7,96.0,38.7,94.6
2021,University of Erlangen-Nuremberg,198,"38,052",57.3,12%,49 : 51,"=, =",54.4,41.6,46.2,72.6,88.4,53.8
2021,University of Exeter,174,"22,005",16.9,28%,54 : 46,"=, =",55.9,32.4,38.3,89.9,35.8,91.5
