year,Name,Rank,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook
2014,"University of California, Los Angeles",12,,,,,,86.3,84.8,91.0,95.6,-,46.4
2014,"University of California, Riverside",148,,,,,,48.7,25.9,25.8,91.8,37.6,62.2
2014,"University of California, San Diego",40,,,,,,67.4,52.0,63.0,96.7,48.4,35.6
2014,"University of California, Santa Barbara",33,,,,,,68.4,47.8,58.2,99.4,86.7,61.8
2014,"University of California, Santa Cruz",136,,,,,,49.9,25.9,29.1,99.9,-,39.4
2014,University of Cambridge,7,,,,,,92.3,90.6,95.3,95.7,52.8,86.7
2014,University of Cape Town,126,,,,,,50.5,26.3,31.0,84.6,85.6,77.2
2014,University of Colorado Boulder,97,,,,,,53.4,34.2,33.3,97.3,-,40.5
2014,University of Copenhagen,150,,,,,,48.5,33.9,32.0,73.1,43.0,76.0
2014,University of Delaware,174,,,,,,46.0,27.0,35.5,73.6,98.1,37.1
2014,University of Dundee,196,,,,,,44.7,22.5,21.4,84.9,46.5,65.7
2014,University of East Anglia,174,,,,,,46.0,27.2,24.0,81.7,29.5,72.3
2014,University of Edinburgh,39,,,,,,67.5,56.6,56.9,87.6,42.5,81.5
2014,University of Exeter,148,,,,,,48.7,29.2,32.8,78.3,37.2,76.7
2014,University of Florida,128,,,,,,50.4,48.0,49.9,59.9,-,30.9
2014,University of Freiburg,152,,,,,,48.4,40.1,28.4,71.8,86.6,55.9
2014,University of Geneva,124,,,,,,51.0,31.4,33.9,77.2,38.3,96.7
2014,University of Glasgow,117,,,,,,51.6,34.5,36.6,79.2,40.8,73.7
2014,University of Groningen,98,,,,,,52.9,36.0,48.6,71.1,87.6,53.0
2014,University of Göttingen,63,,,,,,59.9,45.1,48.8,89.6,41.2,51.5
2014,University of Helsinki,100,,,,,,52.6,35.5,46.5,77.8,30.7,51.3
2014,University of Hong Kong,43,,,,,,65.3,61.6,69.9,61.5,56.9,80.3
2014,University of Illinois Chicago,191,,,,,,45.0,45.5,34.9,56.2,31.1,43.3
2014,University of Illinois at Urbana-Champaign,29,,,,,,71.4,66.0,78.9,79.4,-,41.1
2014,University of Iowa,161,,,,,,46.7,44.2,31.6,70.4,-,29.3
2014,University of Lausanne,132,,,,,,50.1,27.3,39.7,74.5,52.7,84.5
2014,University of Leeds,139,,,,,,49.5,34.9,38.2,71.3,42.1,68.5
2014,University of Leicester,161,,,,,,46.7,32.5,32.9,66.9,33.7,81.6
2014,University of Liverpool,169,,,,,,46.3,31.1,31.2,70.3,37.7,75.0
2014,University of Manchester,58,,,,,,62.3,54.5,52.2,77.3,40.8,80.9
2014,"University of Maryland, College Park",108,,,,,,52.2,39.0,37.2,84.4,32.1,42.4
2014,University of Massachusetts,132,,,,,,50.1,40.7,38.9,74.6,52.0,33.1
2014,University of Melbourne,34,,,,,,68.2,57.1,64.2,80.2,65.1,81.3
2014,University of Miami,185,,,,,,45.3,43.2,25.8,71.5,-,32.9
2014,University of Michigan-Ann Arbor,18,,,,,,79.2,70.0,86.2,90.8,53.5,49.5
2014,University of Minnesota,46,,,,,,64.9,61.4,62.7,81.2,-,31.7
2014,University of North Carolina at Chapel Hill,47,,,,,,64.5,57.6,55.3,90.2,39.1,35.0
2014,University of Notre Dame,90,,,,,,54.7,41.2,34.7,91.8,31.2,47.5
2014,University of Nottingham,157,,,,,,47.4,38.4,36.3,62.3,39.2,70.3
2014,University of Oslo,185,,,,,,45.3,32.4,33.0,65.4,32.5,70.3
2014,University of Ottawa,185,,,,,,45.3,36.5,34.8,60.6,41.6,62.4
2014,University of Oxford,2,,,,,,93.9,89.0,98.5,95.4,90.3,90.2
2014,University of Pennsylvania,16,,,,,,81.0,79.8,81.2,95.0,45.2,40.6
2014,University of Pittsburgh-Pittsburgh campus,78,,,,,,56.7,48.6,45.4,84.4,39.4,29.4
2014,University of Reading,194,,,,,,44.8,36.0,34.1,58.7,34.4,70.6
2014,University of Rochester,95,,,,,,53.6,42.8,29.9,89.7,41.4,50.7
2014,University of Sheffield,112,,,,,,51.8,40.6,38.1,72.4,42.7,71.6
2014,University of Southampton,146,,,,,,48.9,33.2,31.4,75.4,38.6,79.1
2014,University of Southern California,70,,,,,,59.0,58.7,43.2,81.2,34.6,43.4
2014,University of St Andrews,117,,,,,,51.6,36.9,32.2,77.3,40.3,88.8
2014,University of Sussex,121,,,,,,51.2,29.5,32.2,86.3,31.3,80.1
2014,University of Texas at Austin,27,,,,,,72.2,64.7,69.0,91.3,59.6,42.4
2014,University of Texas at Dallas,188,,,,,,45.2,25.5,28.6,81.2,44.4,46.8
2014,University of Toronto,20,,,,,,78.3,73.6,81.5,84.5,45.8,70.0
2014,University of Twente,170,,,,,,46.2,32.7,43.8,54.3,81.8,65.5
2014,University of Utah,143,,,,,,49.1,39.4,36.1,76.6,61.3,25.5
2014,University of Vienna,170,,,,,,46.2,35.8,36.1,57.4,29.3,89.5
2014,University of Virginia (Main campus),112,,,,,,51.8,49.7,33.9,77.5,49.4,30.2
2014,University of Warwick,141,,,,,,49.4,39.8,42.4,58.7,34.6,82.9
2014,University of Washington,25,,,,,,73.4,65.6,69.2,95.6,43.1,43.2
2014,University of Wisconsin-Madison,30,,,,,,71.1,69.8,67.7,87.2,51.2,32.3
2014,University of York,100,,,,,,52.6,31.7,33.2,89.4,33.3,73.6
2014,University of Zurich,121,,,,,,51.2,38.0,29.8,78.1,39.2,85.5
2014,Universität Heidelberg,68,,,,,,59.2,57.8,44.8,76.0,42.1,61.3
2014,Université Catholique de Louvain,172,,,,,,46.1,30.1,35.3,67.5,57.8,63.4
2014,Université Libre de Bruxelles,176,,,,,,45.9,22.7,30.4,77.8,-,77.5
2014,Université de Montréal,106,,,,,,52.3,45.7,42.9,59.3,90.9,75.6
2014,Uppsala University,111,,,,,,51.9,38.9,49.7,66.4,40.5,57.8
2014,Utrecht University,74,,,,,,57.7,36.3,54.7,82.0,85.6,49.2
2014,Vanderbilt University,88,,,,,,55.0,46.8,38.7,86.5,51.0,28.6
2014,Vrije Universiteit Amsterdam,144,,,,,,49.0,33.1,38.8,74.1,59.8,49.2
2014,Wageningen University & Research,77,,,,,,56.8,43.1,44.3,74.1,100.0,78.3
2014,Wake Forest University,180,,,,,,45.7,36.1,21.8,85.1,38.8,23.7
2014,Washington University in St Louis,42,,,,,,67.2,59.5,52.9,96.4,-,44.6
2014,Yale University,11,,,,,,87.4,89.5,90.5,93.5,38.7,57.6
2014,Yeshiva University,172,,,,,,46.1,47.3,20.6,77.5,-,25.6
2014,Yonsei University,190,,,,,,45.1,44.5,47.0,44.2,70.1,35.0
2014,École Normale Supérieure,65,,,,,,59.8,54.6,37.1,87.0,44.7,67.1
2014,École Normale Supérieure de Lyon,156,,,,,,47.5,37.1,35.2,67.7,30.0,63.3
2014,École Polytechnique Fédérale de Lausanne,37,,,,,,67.7,52.9,48.3,95.9,49.2,98.2
2014,École Polytechnique – Institut Polytechnique de Paris,70,,,,,,59.0,46.3,40.5,82.3,74.0,86.1
2015,Aarhus University,153,,,,,,49.9,30.9,47.5,66.5,59.8,66.3
2015,Arizona State University (Tempe),182,,,,,,46.9,35.7,37.5,73.1,32.6,29.5
2015,Australian National University,45,,,,,,66.5,53.7,70.9,71.1,38.9,91.3
2015,Boston College,126,,,,,,52.5,32.4,29.1,95.9,46.5,54.6
2015,Boston University,57,,,,,,63.6,56.4,46.7,94.4,30.3,47.8
2015,Boğaziçi University,139,,,,,,51.1,28.5,27.6,96.8,47.7,54.1
2015,Brandeis University,147,,,,,,50.3,25.8,29.1,95.3,43.9,54.7
2015,Brown University,54,,,,,,64.1,55.5,54.2,92.0,32.7,37.0
2015,California Institute of Technology,1,,,,,,94.3,92.2,98.1,99.7,89.1,67.0
2015,Carnegie Mellon University,24,,,,,,74.3,61.6,74.9,92.0,53.0,59.3
2015,Case Western Reserve University,116,,,,,,53.2,46.5,37.4,82.9,-,34.4
2015,City University of Hong Kong,192,,,,,,46.3,31.0,32.9,68.6,49.8,71.3
2015,Colorado School of Mines,141,,,,,,50.9,26.1,26.7,97.1,79.4,52.6
2015,Columbia University,14,,,,,,84.4,83.9,79.4,95.3,-,68.3
2015,Cornell University,19,,,,,,79.4,71.6,83.8,91.5,33.7,59.0
2015,Dartmouth College,152,,,,,,50.0,38.3,35.4,80.4,49.1,33.1
2015,Delft University of Technology,71,,,,,,59.2,55.5,71.4,42.6,100.0,77.9
2015,Duke University,18,,,,,,79.9,73.5,75.2,96.6,100.0,50.5
2015,Durham University,83,,,,,,56.9,37.2,40.7,88.9,34.8,80.4
2015,ETH Zurich,13,,,,,,84.6,78.2,90.2,83.5,73.2,96.6
2015,Eindhoven University of Technology,144,,,,,,50.5,38.3,47.1,57.3,99.9,69.0
2015,Emory University,93,,,,,,55.5,49.0,32.4,89.5,42.3,42.9
2015,Erasmus University Rotterdam,72,,,,,,59.1,39.8,53.7,82.3,54.4,66.2
2015,Florida Institute of Technology,200,,,,,,45.6,19.7,13.1,99.2,53.7,63.0
2015,Free University of Berlin,81,,,,,,57.6,49.4,58.0,67.6,33.5,56.6
2015,Fudan University,193,,,,,,46.2,45.6,34.0,61.0,49.4,37.4
2015,George Washington University,200,,,,,,45.6,44.6,25.1,70.0,29.3,39.9
2015,Georgetown University,173,,,,,,47.7,51.1,28.2,62.2,80.0,43.3
2015,Georgia Institute of Technology,27,,,,,,72.8,62.5,71.2,85.8,72.3,68.9
2015,Ghent University,90,,,,,,56.2,42.5,51.6,73.8,85.3,49.1
2015,Harvard University,2,,,,,,93.3,92.9,98.6,98.9,44.0,67.6
2015,Humboldt University of Berlin,80,,,,,,57.9,51.9,52.6,71.9,31.9,55.7
2015,Imperial College London,9,,,,,,87.5,84.6,88.3,89.4,72.7,92.7
2015,Indiana University,150,,,,,,50.1,46.5,35.1,73.1,-,37.1
2015,Iowa State University,193,,,,,,46.2,36.4,30.9,72.0,54.4,40.6
2015,Istanbul Technical University,165,,,,,,48.1,30.2,36.9,79.7,51.1,37.3
2015,Johns Hopkins University,15,,,,,,83.0,75.6,84.2,93.6,100.0,59.7
2015,Joseph Fourier University,178,,,,,,47.1,38.0,29.3,73.0,31.3,57.3
2015,KTH Royal Institute of Technology,126,,,,,,52.5,45.7,44.8,55.1,100.0,84.0
2015,KU Leuven,55,,,,,,63.7,53.0,63.6,71.8,99.9,62.3
2015,Karlsruhe Institute of Technology,165,,,,,,48.1,40.5,34.9,62.9,82.7,60.1
2015,Karolinska Institute,44,,,,,,66.8,57.1,68.0,76.8,65.5,60.6
2015,King’s College London,40,,,,,,69.4,55.6,62.3,88.3,39.0,87.0
2015,Korea Advanced Institute of Science and Technology (KAIST),52,,,,,,64.5,63.5,63.2,71.4,100.0,34.9
2015,Kyoto University,59,,,,,,62.8,70.4,68.4,57.0,73.3,29.0
2015,LMU Munich,29,,,,,,71.9,65.1,69.1,83.0,100.0,56.4
2015,Lancaster University,131,,,,,,52.0,35.4,36.1,78.0,34.1,84.7
2015,Leiden University,64,,,,,,61.3,45.0,58.2,82.3,47.3,59.5
2015,Lomonosov Moscow State University,196,,,,,,46.0,55.9,42.1,33.8,78.5,60.4
2015,London School of Economics and Political Science,34,,,,,,70.9,65.4,74.2,71.3,40.6,87.4
2015,Lund University,119,,,,,,52.9,32.6,48.5,74.9,32.6,70.1
2015,Maastricht University,101,,,,,,54.3,32.4,48.1,70.1,96.1,89.7
2015,Massachusetts Institute of Technology,6,,,,,,91.9,89.1,88.2,100.0,95.7,84.3
2015,McGill University,39,,,,,,69.6,63.3,69.9,76.0,38.6,79.0
2015,McMaster University,94,,,,,,55.3,38.1,43.2,78.8,85.0,69.4
2015,Michigan State University,82,,,,,,57.3,51.1,49.4,74.0,31.7,55.0
2015,Middle East Technical University,85,,,,,,56.6,45.5,36.9,92.0,55.2,38.7
2015,Monash University,83,,,,,,56.9,43.7,54.4,65.7,73.4,79.6
2015,"Nanyang Technological University, Singapore",61,,,,,,62.2,43.9,55.9,75.9,100.0,92.5
2015,National Taiwan University (NTU),155,,,,,,49.3,48.8,57.3,47.7,43.8,27.5
2015,National University of Singapore,25,,,,,,73.3,72.0,78.1,66.0,53.4,94.9
2015,New York University,38,,,,,,69.9,68.3,62.4,89.5,30.2,41.2
2015,"Northeastern University, US",185,,,,,,46.8,36.4,21.9,81.3,34.0,54.7
2015,Northwestern University,21,,,,,,79.2,72.7,78.9,96.9,77.0,36.7
2015,Ohio State University (Main campus),68,,,,,,60.7,54.0,51.1,80.4,46.8,51.5
2015,Paris Diderot University – Paris 7,180,,,,,,47.0,25.6,19.7,92.2,29.1,67.4
2015,Paris-Sud University,120,,,,,,52.8,37.3,33.1,87.7,28.9,62.7
2015,Peking University,48,,,,,,65.2,70.0,61.9,63.7,100.0,53.7
2015,Penn State (Main campus),58,,,,,,62.9,54.6,64.8,76.0,60.4,37.4
2015,Pierre and Marie Curie University,103,,,,,,53.9,47.3,30.0,83.3,33.4,64.7
2015,Pohang University of Science and Technology (POSTECH),66,,,,,,61.1,52.7,49.3,84.4,100.0,36.0
2015,Pompeu Fabra University,165,,,,,,48.1,25.1,28.3,88.3,35.9,63.2
2015,Princeton University,7,,,,,,90.9,86.6,94.7,99.6,82.7,61.2
2015,Purdue University West Lafayette,102,,,,,,54.0,47.8,50.5,62.2,-,64.3
2015,Queen Mary University of London,107,,,,,,53.8,32.4,32.9,88.9,37.1,88.6
2015,RWTH Aachen University,156,,,,,,49.2,39.0,29.9,75.0,69.8,56.8
2015,Radboud University Nijmegen,140,,,,,,51.0,30.5,46.7,73.9,42.8,61.6
2015,Rice University,69,,,,,,59.8,41.7,37.1,99.9,34.6,70.8
2015,"Royal Holloway, University of London",118,,,,,,53.0,29.1,22.4,98.9,32.8,94.4
2015,Rutgers University–New Brunswick,144,,,,,,50.5,40.5,45.3,71.0,35.2,34.3
2015,Sabancı University,182,,,,,,46.9,26.0,27.1,88.5,42.9,44.6
2015,Scuola Normale Superiore di Pisa,63,,,,,,61.9,48.2,46.0,96.4,40.1,50.1
2015,Seoul National University,50,,,,,,64.8,75.5,77.1,48.7,86.3,30.3
2015,"St George’s, University of London",196,,,,,,46.0,23.1,27.3,86.4,32.4,55.8
2015,Stanford University,4,,,,,,92.9,91.5,96.7,99.1,63.1,69.0
2015,Stockholm University,98,,,,,,54.6,30.1,45.0,90.9,32.4,53.2
2015,Stony Brook University,188,,,,,,46.6,32.8,24.4,80.4,31.3,60.5
2015,Sungkyunkwan University (SKKU),148,,,,,,50.2,48.1,50.2,51.7,98.5,35.8
2015,Syracuse University,177,,,,,,47.3,32.4,24.4,87.1,40.6,41.2
2015,TU Dresden,135,,,,,,51.6,39.8,42.0,70.8,99.5,44.7
2015,Technical University of Denmark,121,,,,,,52.7,39.9,28.2,79.6,98.6,79.7
2015,Technical University of Munich,98,,,,,,54.6,45.6,37.4,78.8,49.0,64.0
2015,Tel Aviv University,188,,,,,,46.6,43.5,51.1,45.5,42.6,46.1
2015,Texas A&M University,141,,,,,,50.9,46.2,51.9,55.1,49.6,49.1
2015,The Chinese University of Hong Kong,129,,,,,,52.4,43.9,53.5,57.8,42.8,64.0
2015,The Hong Kong University of Science and Technology,51,,,,,,64.7,51.8,66.8,72.9,57.6,77.8
2015,The University of Chicago,11,,,,,,87.1,83.9,89.9,97.3,36.8,65.2
2015,The University of Osaka,157,,,,,,49.1,51.3,48.0,51.1,73.6,29.1
2015,The University of Queensland,65,,,,,,61.2,45.8,58.4,74.2,66.2,80.4
2015,The University of Sydney,60,,,,,,62.7,52.8,60.8,69.0,67.3,83.6
2015,The University of Tokyo,23,,,,,,76.1,81.4,85.1,74.7,51.2,32.4
2015,The University of Western Australia,157,,,,,,49.1,36.3,38.1,62.2,63.3,87.3
2015,Tohoku University,165,,,,,,48.1,49.7,47.3,49.6,76.8,29.7
2015,Tokyo Institute of Technology,141,,,,,,50.9,53.5,52.9,48.1,69.4,37.0
2015,Trinity College Dublin,138,,,,,,51.2,39.4,30.3,77.6,30.6,83.9
2015,Tsinghua University,49,,,,,,65.1,64.1,68.3,65.0,99.7,44.6
2015,Tufts University,88,,,,,,56.4,43.6,33.9,92.9,58.7,51.1
2015,UCL,22,,,,,,78.7,70.4,80.4,85.1,46.2,90.6
2015,UNSW Sydney,109,,,,,,53.7,41.1,51.9,61.1,47.8,83.5
2015,University at Buffalo,191,,,,,,46.5,40.1,39.8,57.5,39.6,57.0
2015,University of Aberdeen,178,,,,,,47.1,28.0,30.2,74.3,42.1,84.1
2015,University of Adelaide,164,,,,,,48.2,33.8,40.4,61.1,65.3,79.3
2015,University of Alberta,124,,,,,,52.6,43.8,47.1,61.8,51.8,73.4
2015,University of Amsterdam,77,,,,,,58.2,42.0,55.4,76.6,56.7,60.5
2015,University of Antwerp,170,,,,,,47.9,34.6,33.6,67.7,100.0,61.0
2015,University of Arizona,86,,,,,,56.5,44.9,51.4,74.0,99.6,38.8
2015,University of Auckland,175,,,,,,47.5,28.6,33.4,68.4,74.2,87.3
2015,University of Basel,75,,,,,,58.4,41.2,41.1,81.4,97.7,91.2
2015,University of Bern,132,,,,,,51.9,42.0,36.9,70.1,47.4,80.7
2015,University of Birmingham,148,,,,,,50.2,42.8,39.8,62.7,36.0,75.8
2015,University of Bonn,195,,,,,,46.1,32.2,22.2,83.8,-,54.8
2015,University of Bristol,74,,,,,,58.9,43.7,44.7,85.1,42.1,76.6
2015,University of British Columbia,32,,,,,,71.8,60.5,69.0,85.3,40.1,84.8
2015,"University of California, Berkeley",8,,,,,,89.5,84.2,96.7,99.1,44.8,58.5
2015,"University of California, Davis",55,,,,,,63.7,54.4,59.7,80.4,55.4,52.9
2015,"University of California, Irvine",88,,,,,,56.4,39.5,41.7,89.5,40.0,56.1
2015,"University of California, Los Angeles",12,,,,,,85.5,82.4,90.5,95.3,-,49.2
2015,"University of California, Riverside",150,,,,,,50.1,29.4,27.5,91.5,39.5,61.6
2015,"University of California, San Diego",41,,,,,,68.6,52.0,66.6,96.4,54.2,37.0
2015,"University of California, Santa Barbara",37,,,,,,70.0,49.4,61.4,99.2,87.1,64.3
2015,"University of California, Santa Cruz",109,,,,,,53.7,30.6,31.9,100.0,33.8,54.6
2015,University of Cambridge,5,,,,,,92.0,89.7,95.6,95.2,51.1,87.8
2015,University of Cape Town,124,,,,,,52.6,26.8,35.3,86.6,88.0,76.7
2015,University of Colorado Boulder,97,,,,,,55.1,35.0,38.3,97.4,-,39.1
2015,University of Copenhagen,160,,,,,,49.0,34.0,34.4,73.5,44.4,71.8
2015,University of Delaware,180,,,,,,47.0,29.0,36.3,73.1,99.3,40.6
2015,University of East Anglia,198,,,,,,45.9,25.2,22.6,83.7,29.2,76.5
2015,University of Edinburgh,36,,,,,,70.4,58.9,62.9,88.3,41.2,84.3
2015,University of Exeter,154,,,,,,49.7,32.0,32.7,78.0,35.8,79.8
2015,University of Florida,126,,,,,,52.5,49.8,52.1,62.2,-,32.2
2015,University of Freiburg,163,,,,,,48.3,38.0,28.1,74.0,81.4,56.7
2015,University of Geneva,107,,,,,,53.8,34.5,37.2,78.2,65.1,96.8
2015,University of Glasgow,94,,,,,,55.3,37.0,40.5,83.7,39.9,78.8
2015,University of Groningen,117,,,,,,53.1,36.9,50.8,68.1,88.9,56.1
2015,University of Göttingen,67,,,,,,61.0,46.9,48.0,92.3,32.8,53.9
2015,University of Helsinki,103,,,,,,53.9,37.5,48.1,79.0,31.5,49.7
2015,University of Hong Kong,43,,,,,,67.5,62.1,72.6,65.1,56.0,81.9
2015,University of Illinois at Urbana-Champaign,29,,,,,,71.9,67.7,79.0,77.8,51.7,43.9
2015,University of Iowa,175,,,,,,47.5,41.9,33.5,71.0,49.3,31.7
2015,University of Lausanne,136,,,,,,51.4,29.4,39.9,76.5,50.9,85.1
2015,University of Leeds,146,,,,,,50.4,39.4,39.1,69.3,39.4,67.6
2015,University of Leicester,199,,,,,,45.7,29.8,31.6,67.1,34.8,83.9
2015,University of Liverpool,157,,,,,,49.1,31.3,33.2,76.2,40.0,79.5
2015,University of Manchester,52,,,,,,64.5,58.1,58.7,74.3,39.4,82.0
2015,"University of Maryland, College Park",132,,,,,,51.9,36.5,39.1,83.6,33.2,44.8
2015,University of Massachusetts,91,,,,,,56.1,44.8,49.1,78.7,52.8,40.3
2015,University of Melbourne,33,,,,,,71.2,60.4,70.9,80.6,61.2,81.3
2015,University of Miami,169,,,,,,48.0,42.7,27.2,73.1,-,56.7
2015,University of Michigan-Ann Arbor,17,,,,,,80.9,77.0,86.5,88.9,55.7,49.8
2015,University of Minnesota,46,,,,,,65.9,59.9,64.7,82.9,-,33.8
2015,University of North Carolina at Chapel Hill,46,,,,,,65.9,57.9,58.6,91.0,40.5,35.3
2015,University of Notre Dame,86,,,,,,56.5,43.3,38.5,90.0,-,51.4
2015,University of Nottingham,171,,,,,,47.8,39.9,35.8,62.7,39.6,70.6
2015,University of Oslo,186,,,,,,46.7,36.1,35.2,66.3,36.6,60.3
2015,University of Ottawa,188,,,,,,46.6,37.9,34.7,62.9,45.9,63.2
2015,University of Oxford,3,,,,,,93.2,88.6,97.7,95.5,72.9,90.7
2015,University of Pennsylvania,16,,,,,,81.0,79.0,82.0,94.4,43.0,43.8
2015,University of Pittsburgh-Pittsburgh campus,91,,,,,,56.1,45.2,46.3,84.4,38.5,32.2
2015,University of Rochester,121,,,,,,52.7,41.9,29.2,87.7,36.4,55.5
2015,University of Sheffield,121,,,,,,52.7,40.0,39.1,74.3,43.8,74.8
2015,University of Southampton,132,,,,,,51.9,35.2,34.1,79.7,38.9,82.4
2015,University of Southern California,75,,,,,,58.4,55.2,44.6,81.3,34.4,42.7
2015,University of St Andrews,111,,,,,,53.6,35.7,35.9,81.4,39.8,90.5
2015,University of Sussex,111,,,,,,53.6,31.9,30.4,92.8,31.2,83.6
2015,University of Texas at Austin,28,,,,,,72.3,64.3,72.0,91.5,58.1,33.1
2015,University of Toronto,20,,,,,,79.3,74.4,85.1,83.0,46.1,71.2
2015,University of Tübingen,113,,,,,,53.4,41.5,44.7,74.0,54.7,53.0
2015,University of Utah,162,,,,,,48.6,38.8,36.5,75.0,58.1,27.5
2015,University of Victoria,173,,,,,,47.7,21.6,30.6,86.7,31.6,70.1
2015,University of Vienna,182,,,,,,46.9,35.2,39.7,56.3,29.4,91.0
2015,University of Virginia (Main campus),130,,,,,,52.1,48.7,35.9,76.9,49.8,31.8
2015,University of Warwick,103,,,,,,53.9,41.1,45.8,68.2,35.6,85.7
2015,University of Washington,26,,,,,,73.2,64.5,68.9,95.0,44.7,47.9
2015,University of Wisconsin-Madison,29,,,,,,71.9,67.7,71.3,87.7,53.3,33.6
2015,University of York,113,,,,,,53.4,32.2,33.8,90.5,32.2,75.0
2015,University of Zurich,103,,,,,,53.9,40.2,33.1,81.4,40.1,86.9
2015,Universität Heidelberg,70,,,,,,59.6,52.6,45.4,81.4,41.6,63.1
2015,Université Catholique de Louvain,171,,,,,,47.8,37.9,34.9,67.7,46.1,59.7
2015,Université de Montréal,113,,,,,,53.4,43.8,44.4,62.9,91.8,76.7
2015,Uppsala University,98,,,,,,54.6,40.2,53.0,70.9,39.6,57.5
2015,Utrecht University,79,,,,,,58.0,38.2,54.8,80.0,84.1,52.9
2015,Vanderbilt University,96,,,,,,55.2,46.0,38.2,87.7,59.4,28.3
2015,Vrije Universiteit Amsterdam,136,,,,,,51.4,35.5,43.2,74.9,60.0,50.6
2015,Wageningen University & Research,73,,,,,,59.0,44.3,46.8,77.5,100.0,78.7
2015,Washington University in St Louis,42,,,,,,67.8,57.6,55.2,97.1,-,46.5
2015,Yale University,9,,,,,,87.5,88.5,90.8,94.0,42.0,59.8
2015,Yeshiva University,186,,,,,,46.7,45.2,23.9,77.8,-,27.6
2015,École Normale Supérieure,78,,,,,,58.1,48.7,36.2,84.8,39.4,81.9
2015,École Normale Supérieure de Lyon,160,,,,,,49.0,38.1,33.8,73.0,29.3,64.4
2015,École Polytechnique Fédérale de Lausanne,34,,,,,,70.9,54.7,56.9,95.0,61.9,98.8
2015,École Polytechnique – Institut Polytechnique de Paris,61,,,,,,62.2,50.5,47.1,79.9,76.8,94.5
2016,Arizona State University (Tempe),189,"83,236",29.9,9%,50 : 50,,49.7,32.4,38.1,84.6,32.0,31.9
2016,Australian National University,52,"14,604",19.2,35%,52 : 48,,69.5,54.7,77.3,72.3,48.0,93.3
2016,Boston University,64,"24,789",8.6,17%,58 : 42,,66.1,57.8,49.5,97.7,30.3,51.0
2016,Brown University,51,"8,653",10.1,19%,,,69.6,62.8,55.7,96.4,31.4,57.8
2016,California Institute of Technology,1,"2,243",6.9,26%,33 : 67,,95.2,95.6,97.6,99.8,97.8,64.0
2016,Carnegie Mellon University,22,"11,885",13.1,35%,39 : 61,,82.3,67.4,88.8,99.1,57.5,57.1
2016,Charité - Universitätsmedizin Berlin,195,"6,853",6.6,16%,64 : 36,,49.3,37.3,22.2,83.8,68.4,61.1
2016,Columbia University,15,"25,055",5.9,28%,,,86.1,85.9,82.2,98.1,0.0,73.5
2016,Cornell University,18,"21,424",10.2,19%,48 : 52,,84.0,77.9,86.1,97.2,33.7,63.9
2016,Duke University,20,"15,172",4.8,17%,49 : 51,,82.7,76.0,78.0,99.0,100.0,56.5
2016,Durham University,70,"15,490",15.7,24%,54 : 46,,63.6,47.9,51.9,87.7,34.4,86.4
2016,ETH Zurich,9,"18,178",14.7,37%,31 : 69,,88.3,77.0,95.0,91.1,80.0,97.9
2016,Erasmus University Rotterdam,71,"20,580",18.9,17%,48 : 52,,63.5,37.2,55.2,95.6,54.6,76.1
2016,Free University of Berlin,72,"33,062",39.3,20%,58 : 42,,63.2,57.9,72.2,60.2,35.1,69.2
2016,Georgia Institute of Technology,41,"19,967",20.1,26%,31 : 69,,72.1,57.8,72.7,86.0,73.7,71.5
2016,Ghent University,118,"32,166",34.1,9%,57 : 43,,56.6,42.1,54.5,71.2,88.3,54.2
2016,Harvard University,6,"20,152",8.9,25%,,,91.6,83.6,99.0,99.8,45.2,77.2
2016,Hebrew University of Jerusalem,178,"17,612",10.7,5%,55 : 45,,50.5,45.8,41.4,64.6,31.9,55.6
2016,Humboldt University of Berlin,49,"29,987",52.5,16%,,,69.9,63.7,77.0,73.6,36.1,62.6
2016,Imperial College London,8,"15,060",11.7,51%,37 : 63,,89.1,83.3,88.5,96.7,53.7,96.0
2016,Johns Hopkins University,11,"15,128",3.6,23%,50 : 50,,87.6,77.6,90.4,98.2,100.0,70.0
2016,KTH Royal Institute of Technology,155,"12,062",14.6,21%,30 : 70,,52.4,39.0,44.3,63.9,78.1,84.4
2016,KU Leuven,35,"42,503",41.9,18%,54 : 46,,74.8,59.9,76.9,87.3,100.0,68.6
2016,Karolinska Institute,28,"7,774",11.5,22%,70 : 30,,77.5,60.6,81.1,92.2,75.8,73.1
2016,King’s College London,27,"21,395",11.4,37%,61 : 39,,78.2,64.5,75.8,93.8,40.1,93.8
2016,Korea Advanced Institute of Science and Technology (KAIST),148,"9,027",10.0,9%,20 : 80,,53.0,43.3,40.5,75.9,100.0,33.9
2016,LMU Munich,29,"35,691",15.5,13%,62 : 38,,77.3,70.5,77.4,85.7,100.0,62.8
2016,Lancaster University,130,"11,510",14.9,33%,52 : 48,,55.6,34.0,41.4,85.3,33.6,87.0
2016,Leiden University,67,"21,222",17.1,9%,59 : 41,,65.7,50.5,63.1,85.2,49.8,64.3
2016,London School of Economics and Political Science,23,"9,235",12.1,70%,53 : 47,,81.3,69.8,80.6,94.3,32.2,93.6
2016,Massachusetts Institute of Technology,5,"11,074",9.0,33%,37 : 63,,92.0,89.4,88.6,99.7,95.4,84.0
2016,McGill University,38,"31,326",13.7,23%,56 : 44,,72.6,66.1,72.1,78.9,40.3,85.5
